OrderID;CompanyName;OrderDate;Country;Salesperson;CategoryName;Sale
10385;Wolski  Zajazd;12-12-2016;USA;Davolio;Dairy Products;544
10385;Save-a-lot Markets;12-12-2016;USA;Davolio;Produce;240
10386;HILARION-Abastos;13-12-2016;Brazil;Dodsworth;Beverages;54
10386;Blauer See Delikatessen;13-12-2016;Brazil;Dodsworth;Beverages;112
10387;Wilman Kala;13-12-2016;Norway;Davolio;Beverages;54
10387;Great Lakes Food Market;13-12-2016;Norway;Davolio;Dairy Products;528
10387;Great Lakes Food Market;13-12-2016;Norway;Davolio;Dairy Products;258
10387;Mre Paillarde;13-12-2016;Norway;Davolio;Produce;218,4
10388;Mre Paillarde;14-12-2016;UK;Fuller;Grains/Cereals;112
10388;Laughing Bacchus Wine Cellars;14-12-2016;UK;Fuller;Meat/Poultry;1048
10388;Island Trading;14-12-2016;UK;Fuller;Seafood;114
10389;Ricardo Adocicados;15-12-2016;Canada;Peacock;Beverages;360
10389;Frankenversand;15-12-2016;Canada;Peacock;Confections;788
10389;The Cracker Box;15-12-2016;Canada;Peacock;Meat/Poultry;288
10389;Ana Trujillo Emparedados y helados;15-12-2016;Canada;Peacock;Seafood;396,8
10390;Berglunds snabbkp;18-12-2016;Austria;Hellstern;Beverages;576
10390;Save-a-lot Markets;18-12-2016;Austria;Hellstern;Dairy Products;600
10390;Blondesddsl pre et fils;18-12-2016;Austria;Hellstern;Dairy Products;667,2
10390;Godos Cocina Tpica;18-12-2016;Austria;Hellstern;Seafood;432
10391;Kniglich Essen;18-12-2016;Germany;Leverling;Seafood;86,4
10392;La maison d'Asie;19-12-2016;Austria;Fuller;Dairy Products;1440
10393;Die Wandernde Kuh;20-12-2016;USA;Davolio;Beverages;380
10393;Ernst Handel;20-12-2016;USA;Davolio;Confections;78,4
10393;Folies gourmandes;20-12-2016;USA;Davolio;Confections;1743
10393;Magazzini Alimentari Riuniti;20-12-2016;USA;Davolio;Dairy Products;320
10393;Wartian Herkku;20-12-2016;USA;Davolio;Produce;781,2
10394;Queen Cozinha;20-12-2016;USA;Davolio;Confections;394
10394;LINO-Delicateses;20-12-2016;USA;Davolio;Seafood;48
10395;Sant Gourmet;21-12-2016;Venezuela;Hellstern;Dairy Products;230,4
10395;Die Wandernde Kuh;21-12-2016;Venezuela;Hellstern;Meat/Poultry;1834
10395;HILARION-Abastos;21-12-2016;Venezuela;Hellstern;Seafood;268,8
10396;Simons bistro;22-12-2016;Germany;Davolio;Dairy Products;1032
10396;Alfreds Futterkiste;22-12-2016;Germany;Davolio;Dairy Products;583,8
10396;Wellington Importadora;22-12-2016;Germany;Davolio;Grains/Cereals;288
10397;Hanari Carnes;22-12-2016;Portugal;Buchanan;Confections;80
10397;Hungry Owl All-Night Grocers;22-12-2016;Portugal;Buchanan;Produce;763,2
10398;Que Delcia;25-12-2016;USA;Fuller;Beverages;432
10398;Ricardo Adocicados;25-12-2016;USA;Fuller;Meat/Poultry;2304
10399;Maison Dewey;26-12-2016;Denmark;Callahan;Beverages;504
10399;Familia Arquibaldo;26-12-2016;Denmark;Callahan;Condiments;145,6
10399;Die Wandernde Kuh;26-12-2016;Denmark;Callahan;Confections;600
10399;Gourmet Lanchonetes;26-12-2016;Denmark;Callahan;Dairy Products;516
10400;Frankenversand;27-12-2016;UK;Davolio;Beverages;504
10400;Berglunds snabbkp;27-12-2016;UK;Davolio;Confections;480
10400;Reggiani Caseifici;27-12-2016;UK;Davolio;Meat/Poultry;2079
10401;Great Lakes Food Market;27-12-2016;USA;Davolio;Condiments;336
10401;Save-a-lot Markets;27-12-2016;USA;Davolio;Dairy Products;1032
10401;QUICK-Stop;27-12-2016;USA;Davolio;Grains/Cereals;2128
10401;Queen Cozinha;27-12-2016;USA;Davolio;Seafood;372,6
10402;Hungry Coyote Import Store;28-12-2016;Austria;Callahan;Condiments;2281,5
10402;Hungry Owl All-Night Grocers;28-12-2016;Austria;Callahan;Grains/Cereals;432
10403;Lonesome Pine Restaurant;29-12-2016;Austria;Peacock;Confections;291,9
10403;Bon app';29-12-2016;Austria;Peacock;Confections;714
10404;Furia Bacalhau e Frutos do Mar;29-12-2016;Italy;Fuller;Confections;747
10404;Lonesome Pine Restaurant;29-12-2016;Italy;Fuller;Confections;480
10404;Richter Supermarkt;29-12-2016;Italy;Fuller;Grains/Cereals;448
10405;Ernst Handel;01-01-2017;Venezuela;Davolio;Condiments;400
10406;Die Wandernde Kuh;02-01-2017;Brazil;King;Beverages;144
10406;Simons bistro;02-01-2017;Brazil;King;Confections;240
10406;Frankenversand;02-01-2017;Brazil;King;Produce;1528,8
10406;France restauration;02-01-2017;Brazil;King;Seafood;76
10406;Berglunds snabbkp;02-01-2017;Brazil;King;Seafood;29,4
10407;Wilman Kala;02-01-2017;Germany;Fuller;Dairy Products;504
10407;Island Trading;02-01-2017;Germany;Fuller;Dairy Products;432
10407;Frankenversand;02-01-2017;Germany;Fuller;Dairy Products;258
10408;Tortuga Restaurante;03-01-2017;France;Callahan;Confections;1379
10408;Antonio Moreno Taquera;03-01-2017;France;Callahan;Meat/Poultry;35,4
10408;Save-a-lot Markets;03-01-2017;France;Callahan;Seafood;208
10409;Blondesddsl pre et fils;04-01-2017;Argentina;Leverling;Confections;96
10409;Old World Delicatessen;04-01-2017;Argentina;Leverling;Produce;223,2
10410;Great Lakes Food Market;05-01-2017;Canada;Leverling;Dairy Products;98
10410;Antonio Moreno Taquera;05-01-2017;Canada;Leverling;Dairy Products;704
10411;Du monde entier;05-01-2017;Canada;Dodsworth;Condiments;620
10411;Ottilies Kseladen;05-01-2017;Canada;Dodsworth;Dairy Products;396
10411;Gourmet Lanchonetes;05-01-2017;Canada;Dodsworth;Seafood;192,5
10412;Piccolo und mehr;08-01-2017;Finland;Callahan;Produce;372
10413;Hungry Owl All-Night Grocers;09-01-2017;France;Leverling;Beverages;345,6
10413;Vaffeljernet;09-01-2017;France;Leverling;Beverages;201,6
10413;Berglunds snabbkp;09-01-2017;France;Leverling;Confections;1576
10414;Hanari Carnes;09-01-2017;Brazil;Fuller;Confections;131,4
10414;QUICK-Stop;09-01-2017;Brazil;Fuller;Dairy Products;100
10415;Alfreds Futterkiste;10-01-2017;USA;Leverling;Dairy Products;40
10415;White Clover Markets;10-01-2017;USA;Leverling;Meat/Poultry;62,4
10416;QUICK-Stop;11-01-2017;Finland;Callahan;Confections;146
10416;Wilman Kala;11-01-2017;Finland;Callahan;Grains/Cereals;312
10416;White Clover Markets;11-01-2017;Finland;Callahan;Meat/Poultry;262
10417;LINO-Delicateses;11-01-2017;Denmark;Peacock;Beverages;10540
10417;Ernst Handel;11-01-2017;Denmark;Peacock;Condiments;364
10417;Morgenstern Gesundkost;11-01-2017;Denmark;Peacock;Confections;360
10417;Save-a-lot Markets;11-01-2017;Denmark;Peacock;Seafood;19,2
10418;Hungry Owl All-Night Grocers;12-01-2017;Germany;Peacock;Beverages;912
10418;Alfreds Futterkiste;12-01-2017;Germany;Peacock;Condiments;364,8
10418;Folk och f HB;12-01-2017;Germany;Peacock;Confections;418
10418;Queen Cozinha;12-01-2017;Germany;Peacock;Produce;120
10419;HILARION-Abastos;15-01-2017;Switzerland;Peacock;Dairy Products;1632
10419;Old World Delicatessen;15-01-2017;Switzerland;Peacock;Dairy Products;576
10420;Around the Horn;16-01-2017;Brazil;Leverling;Beverages;96
10420;The Big Cheese;16-01-2017;Brazil;Leverling;Meat/Poultry;1552
10420;Gourmet Lanchonetes;16-01-2017;Brazil;Leverling;Seafood;9,6
10420;Franchi S.p.A.;16-01-2017;Brazil;Leverling;Seafood;240
10421;Save-a-lot Markets;16-01-2017;Brazil;Callahan;Condiments;104
10421;Hungry Owl All-Night Grocers;16-01-2017;Brazil;Callahan;Confections;29,2
10421;Save-a-lot Markets;16-01-2017;Brazil;Callahan;Confections;747
10421;Save-a-lot Markets;16-01-2017;Brazil;Callahan;Meat/Poultry;393
10422;Bon app';17-01-2017;Italy;Fuller;Confections;49,8
10423;Rancho grande;18-01-2017;Brazil;Hellstern;Dairy Products;140
10423;Frankenversand;18-01-2017;Brazil;Hellstern;Dairy Products;880
10424;Kniglich Essen;18-01-2017;Canada;King;Beverages;864
10424;Let's Stop N Shop;18-01-2017;Canada;King;Beverages;10329,2
10424;Que Delcia;18-01-2017;Canada;King;Confections;300
10425;QUICK-Stop;19-01-2017;France;Hellstern;Beverages;288
10425;Save-a-lot Markets;19-01-2017;France;Hellstern;Meat/Poultry;192
10426;White Clover Markets;22-01-2017;Spain;Peacock;Grains/Cereals;152
10426;Mre Paillarde;22-01-2017;Spain;Peacock;Grains/Cereals;186,2
10427;Familia Arquibaldo;22-01-2017;Austria;Peacock;Produce;651
10428;Eastern Connection;23-01-2017;Italy;King;Seafood;192
10429;Reggiani Caseifici;24-01-2017;Ireland;Leverling;Condiments;1228,5
10429;Queen Cozinha;24-01-2017;Ireland;Leverling;Confections;520
10430;LINO-Delicateses;25-01-2017;Austria;Peacock;Confections;400
10430;Bon app';25-01-2017;Austria;Peacock;Dairy Products;3080
10430;Chop-suey Chinese;25-01-2017;Austria;Peacock;Grains/Cereals;912
10430;Bon app';25-01-2017;Austria;Peacock;Meat/Poultry;1404
10431;Berglunds snabbkp;25-01-2017;Canada;Peacock;Confections;228
10431;Gourmet Lanchonetes;25-01-2017;Canada;Peacock;Meat/Poultry;1560
10431;Let's Stop N Shop;25-01-2017;Canada;Peacock;Seafood;735
10432;Hungry Owl All-Night Grocers;26-01-2017;USA;Leverling;Confections;249
10432;Vins et alcools Chevalier;26-01-2017;USA;Leverling;Meat/Poultry;236
10433;Spcialits du monde;29-01-2017;Portugal;Leverling;Grains/Cereals;851,2
10434;Vins et alcools Chevalier;29-01-2017;Sweden;Leverling;Beverages;259,2
10434;White Clover Markets;29-01-2017;Sweden;Leverling;Dairy Products;100,8
10435;Around the Horn;30-01-2017;UK;Callahan;Beverages;152
10435;Bottom-Dollar Markets;30-01-2017;UK;Callahan;Dairy Products;278
10435;Around the Horn;30-01-2017;UK;Callahan;Grains/Cereals;201,6
10436;Vaffeljernet;31-01-2017;France;Leverling;Beverages;148,8
10436;QUICK-Stop;31-01-2017;France;Leverling;Grains/Cereals;1216
10436;Chop-suey Chinese;31-01-2017;France;Leverling;Grains/Cereals;798
10436;Piccolo und mehr;31-01-2017;France;Leverling;Seafood;48
10437;Save-a-lot Markets;31-01-2017;Finland;Callahan;Meat/Poultry;393
10438;Island Trading;01-02-2017;Germany;Leverling;Beverages;224
10438;Wartian Herkku;01-02-2017;Germany;Leverling;Confections;109,5
10438;Richter Supermarkt;01-02-2017;Germany;Leverling;Grains/Cereals;234
10439;North/South;02-02-2017;Canada;Hellstern;Confections;222,4
10439;Franchi S.p.A.;02-02-2017;Canada;Hellstern;Dairy Products;456
10439;Magazzini Alimentari Riuniti;02-02-2017;Canada;Hellstern;Grains/Cereals;159,6
10439;Bon app';02-02-2017;Canada;Hellstern;Produce;240
10440;Split Rail Beer & Ale;05-02-2017;USA;Peacock;Beverages;684
10440;Save-a-lot Markets;05-02-2017;USA;Peacock;Condiments;2052
10440;Richter Supermarkt;05-02-2017;USA;Peacock;Confections;681,1
10440;Ana Trujillo Emparedados y helados;05-02-2017;USA;Peacock;Meat/Poultry;2376
10441;Maison Dewey;05-02-2017;USA;Leverling;Confections;1755
10442;Rattlesnake Canyon Grocery;06-02-2017;Austria;Leverling;Condiments;816
10442;Folk och f HB;06-02-2017;Austria;Leverling;Dairy Products;504
10442;Folies gourmandes;06-02-2017;Austria;Leverling;Meat/Poultry;472
10443;Ernst Handel;07-02-2017;Italy;Callahan;Dairy Products;100,8
10443;QUICK-Stop;07-02-2017;Italy;Callahan;Produce;436,8
10444;Ottilies Kseladen;07-02-2017;Sweden;Leverling;Beverages;115,2
10444;Suprmes dlices;07-02-2017;Sweden;Leverling;Confections;373,5
10444;Around the Horn;07-02-2017;Sweden;Leverling;Meat/Poultry;312
10444;Vaffeljernet;07-02-2017;Sweden;Leverling;Seafood;231
10445;Hanari Carnes;08-02-2017;Sweden;Leverling;Beverages;86,4
10445;Ernst Handel;08-02-2017;Sweden;Leverling;Meat/Poultry;88,5
10446;Lehmanns Marktstand;09-02-2017;Germany;Hellstern;Beverages;72
10446;Ernst Handel;09-02-2017;Germany;Hellstern;Confections;87,6
10446;Folk och f HB;09-02-2017;Germany;Hellstern;Dairy Products;30
10446;The Cracker Box;09-02-2017;Germany;Hellstern;Grains/Cereals;84
10447;Ernst Handel;09-02-2017;Brazil;Peacock;Condiments;588
10447;Gourmet Lanchonetes;09-02-2017;Brazil;Peacock;Confections;292
10447;Berglunds snabbkp;09-02-2017;Brazil;Peacock;Dairy Products;34,4
10448;Morgenstern Gesundkost;12-02-2017;Argentina;Peacock;Confections;149,4
10448;LILA-Supermercado;12-02-2017;Argentina;Peacock;Seafood;294
10449;Wartian Herkku;13-02-2017;France;Leverling;Confections;1379
10449;Cactus Comidas para llevar;13-02-2017;France;Leverling;Grains/Cereals;112
10449;Hanari Carnes;13-02-2017;France;Leverling;Seafood;347,2
10450;Magazzini Alimentari Riuniti;14-02-2017;France;Callahan;Meat/Poultry;35,4
10450;GROSELLA-Restaurante;14-02-2017;France;Callahan;Seafood;496
10451;Queen Cozinha;14-02-2017;Germany;Peacock;Condiments;470,4
10451;La maison d'Asie;14-02-2017;Germany;Peacock;Condiments;572
10451;QUICK-Stop;14-02-2017;Germany;Peacock;Grains/Cereals;931
10451;Folies gourmandes;14-02-2017;Germany;Peacock;Meat/Poultry;2304
10452;Gourmet Lanchonetes;15-02-2017;USA;Callahan;Condiments;1550
10452;Frankenversand;15-02-2017;USA;Callahan;Produce;546
10453;Wolski  Zajazd;16-02-2017;UK;Davolio;Beverages;300
10453;Around the Horn;16-02-2017;UK;Davolio;Confections;153
10454;Que Delcia;16-02-2017;France;Peacock;Confections;278
10454;Ernst Handel;16-02-2017;France;Peacock;Dairy Products;40
10454;HILARION-Abastos;16-02-2017;France;Peacock;Seafood;96
10455;Drachenblut Delikatessen;19-02-2017;Finland;Callahan;Beverages;288
10455;Island Trading;19-02-2017;Finland;Callahan;Condiments;570
10455;Kniglich Essen;19-02-2017;Finland;Callahan;Dairy Products;516
10455;Seven Seas Imports;19-02-2017;Finland;Callahan;Meat/Poultry;1310
10456;Blido Comidas preparadas;20-02-2017;Germany;Callahan;Confections;320
10456;Simons bistro;20-02-2017;Germany;Callahan;Confections;336
10457;Wellington Importadora;20-02-2017;Germany;Fuller;Dairy Products;1584
10458;Seven Seas Imports;21-02-2017;Belgium;King;Beverages;736
10458;The Big Cheese;21-02-2017;Belgium;King;Confections;747
10458;Victuailles en stock;21-02-2017;Belgium;King;Dairy Products;860
10458;Franchi S.p.A.;21-02-2017;Belgium;King;Grains/Cereals;456
10458;Old World Delicatessen;21-02-2017;Belgium;King;Produce;1092
10459;Wellington Importadora;22-02-2017;France;Peacock;Dairy Products;1112
10459;Laughing Bacchus Wine Cellars;22-02-2017;France;Peacock;Produce;384
10459;LINO-Delicateses;22-02-2017;France;Peacock;Seafood;192
10460;Reggiani Caseifici;23-02-2017;Sweden;Callahan;Beverages;24,8
10460;Ricardo Adocicados;23-02-2017;Sweden;Callahan;Confections;210
10461;Victuailles en stock;23-02-2017;Venezuela;Davolio;Confections;320
10461;Save-a-lot Markets;23-02-2017;Venezuela;Davolio;Meat/Poultry;1152
10461;Great Lakes Food Market;23-02-2017;Venezuela;Davolio;Seafood;579,6
10462;Kniglich Essen;26-02-2017;UK;Fuller;Grains/Cereals;151,2
10462;Magazzini Alimentari Riuniti;26-02-2017;UK;Fuller;Seafood;4,8
10463;Cactus Comidas para llevar;27-02-2017;Belgium;Buchanan;Confections;153,3
10463;Rattlesnake Canyon Grocery;27-02-2017;Belgium;Buchanan;Grains/Cereals;560
10464;Split Rail Beer & Ale;27-02-2017;Portugal;Peacock;Beverages;110,4
10464;Trail's Head Gourmet Provisioners;27-02-2017;Portugal;Peacock;Condiments;281,6
10464;LILA-Supermercado;27-02-2017;Portugal;Peacock;Dairy Products;544
10464;Folk och f HB;27-02-2017;Portugal;Peacock;Grains/Cereals;912
10465;Drachenblut Delikatessen;28-02-2017;Denmark;Davolio;Beverages;90
10465;Blondesddsl pre et fils;28-02-2017;Denmark;Davolio;Confections;325
10465;Bon app';28-02-2017;Denmark;Davolio;Meat/Poultry;1782
10465;Rancho grande;28-02-2017;Denmark;Davolio;Seafood;294
10465;Island Trading;28-02-2017;Denmark;Davolio;Seafood;228
10466;Tradio Hipermercados;01-03-2017;Brazil;Peacock;Dairy Products;168
10466;Sant Gourmet;01-03-2017;Brazil;Peacock;Seafood;48
10467;La maison d'Asie;01-03-2017;Italy;Callahan;Beverages;100,8
10467;Ottilies Kseladen;01-03-2017;Italy;Callahan;Confections;134,4
10468;Tradio Hipermercados;02-03-2017;Germany;Leverling;Beverages;552
10468;Alfreds Futterkiste;02-03-2017;Germany;Leverling;Seafood;165,6
10469;Ernst Handel;05-03-2017;USA;Davolio;Beverages;608
10469;Berglunds snabbkp;05-03-2017;USA;Davolio;Condiments;31
10469;LINO-Delicateses;05-03-2017;USA;Davolio;Confections;486,5
10470;Tradio Hipermercados;06-03-2017;France;Peacock;Grains/Cereals;108
10470;LINO-Delicateses;06-03-2017;France;Peacock;Grains/Cereals;212,8
10470;Suprmes dlices;06-03-2017;France;Peacock;Seafood;1500
10471;Tortuga Restaurante;06-03-2017;UK;Fuller;Grains/Cereals;608
10471;Victuailles en stock;06-03-2017;UK;Fuller;Produce;720
10472;Piccolo und mehr;07-03-2017;UK;Callahan;Beverages;288
10472;QUICK-Stop;07-03-2017;UK;Callahan;Produce;763,2
10473;Suprmes dlices;08-03-2017;UK;Davolio;Dairy Products;24
10473;Save-a-lot Markets;08-03-2017;UK;Davolio;Dairy Products;206,4
10474;Consolidated Holdings;08-03-2017;Mexico;Buchanan;Beverages;62
10474;Kniglich Essen;08-03-2017;Mexico;Buchanan;Produce;223,2
10474;Victuailles en stock;08-03-2017;Mexico;Buchanan;Produce;655,2
10474;Ricardo Adocicados;08-03-2017;Mexico;Buchanan;Seafood;308,7
10475;Rattlesnake Canyon Grocery;09-03-2017;Belgium;Dodsworth;Beverages;604,8
10475;Blauer See Delikatessen;09-03-2017;Belgium;Dodsworth;Condiments;816
10475;Ernst Handel;09-03-2017;Belgium;Dodsworth;Dairy Products;350
10476;Old World Delicatessen;12-03-2017;Venezuela;Callahan;Beverages;144
10476;Antonio Moreno Taquera;12-03-2017;Venezuela;Callahan;Meat/Poultry;38,4
10477;Berglunds snabbkp;12-03-2017;Portugal;Buchanan;Beverages;216
10477;La corne d'abondance;12-03-2017;Portugal;Buchanan;Beverages;288
10477;Frankenversand;12-03-2017;Portugal;Buchanan;Confections;168
10478;France restauration;13-03-2017;France;Fuller;Seafood;496
10479;White Clover Markets;14-03-2017;USA;Leverling;Beverages;6324
10479;Lehmanns Marktstand;14-03-2017;USA;Leverling;Dairy Products;2640
10479;HILARION-Abastos;14-03-2017;USA;Leverling;Grains/Cereals;798
10479;Around the Horn;14-03-2017;USA;Leverling;Meat/Poultry;733,6
10480;QUICK-Stop;15-03-2017;France;Hellstern;Confections;228
10480;Berglunds snabbkp;15-03-2017;France;Hellstern;Dairy Products;528
10481;Lonesome Pine Restaurant;15-03-2017;Brazil;Callahan;Confections;384
10481;Queen Cozinha;15-03-2017;Brazil;Callahan;Dairy Products;1088
10482;Seven Seas Imports;16-03-2017;USA;Davolio;Seafood;147
10483;Wolski  Zajazd;19-03-2017;USA;King;Beverages;392
10483;Bon app';19-03-2017;USA;King;Condiments;312
10484;Godos Cocina Tpica;19-03-2017;UK;Leverling;Confections;112
10484;Wilman Kala;19-03-2017;UK;Leverling;Produce;127,2
10484;Godos Cocina Tpica;19-03-2017;UK;Leverling;Seafood;147
10485;Berglunds snabbkp;20-03-2017;Venezuela;Peacock;Beverages;304
10485;Bon app';20-03-2017;Venezuela;Peacock;Beverages;720
10485;Ricardo Adocicados;20-03-2017;Venezuela;Peacock;Condiments;160
10485;QUICK-Stop;20-03-2017;Venezuela;Peacock;Meat/Poultry;576
10486;Wilman Kala;21-03-2017;Venezuela;Davolio;Dairy Products;84
10486;Folk och f HB;21-03-2017;Venezuela;Davolio;Produce;1060
10486;Cactus Comidas para llevar;21-03-2017;Venezuela;Davolio;Produce;128
10487;Save-a-lot Markets;21-03-2017;Brazil;Fuller;Confections;36,5
10487;Lonesome Pine Restaurant;21-03-2017;Brazil;Fuller;Confections;747
10487;Let's Stop N Shop;21-03-2017;Brazil;Fuller;Meat/Poultry;141,6
10488;Suprmes dlices;22-03-2017;Germany;Callahan;Dairy Products;1320
10488;Hanari Carnes;22-03-2017;Germany;Callahan;Seafood;240
10489;Galera del gastrnomo;23-03-2017;Austria;Hellstern;Confections;250,2
10489;Godos Cocina Tpica;23-03-2017;Austria;Hellstern;Dairy Products;252
10490;Rattlesnake Canyon Grocery;26-03-2017;Venezuela;King;Beverages;223,2
10490;Du monde entier;26-03-2017;Venezuela;King;Confections;300
10490;Lehmanns Marktstand;26-03-2017;Venezuela;King;Dairy Products;2640
10491;Maison Dewey;26-03-2017;Portugal;Callahan;Condiments;232,5
10491;Kniglich Essen;26-03-2017;Portugal;Callahan;Condiments;72,8
10492;Save-a-lot Markets;27-03-2017;Canada;Leverling;Confections;672
10492;Ernst Handel;27-03-2017;Canada;Leverling;Grains/Cereals;224
10493;Maison Dewey;28-03-2017;France;Peacock;Condiments;252
10493;Hungry Owl All-Night Grocers;28-03-2017;France;Peacock;Condiments;136
10493;Ocano Atlntico Ltda.;28-03-2017;France;Peacock;Dairy Products;288
10494;LILA-Supermercado;28-03-2017;Brazil;Peacock;Grains/Cereals;912
10495;Wellington Importadora;29-03-2017;Canada;Leverling;Condiments;52
10495;HILARION-Abastos;29-03-2017;Canada;Leverling;Grains/Cereals;72
10495;Folk och f HB;29-03-2017;Canada;Leverling;Seafood;154
10496;Hanari Carnes;30-03-2017;Brazil;King;Dairy Products;200
10497;White Clover Markets;30-03-2017;Germany;King;Condiments;260
10497;Wellington Importadora;30-03-2017;Germany;King;Dairy Products;695
10497;Wolski  Zajazd;30-03-2017;Germany;King;Grains/Cereals;425,6
10498;Spcialits du monde;02-04-2017;Venezuela;Callahan;Beverages;63
10498;Reggiani Caseifici;02-04-2017;Venezuela;Callahan;Grains/Cereals;420
10498;Sant Gourmet;02-04-2017;Venezuela;Callahan;Seafood;92
10499;Wilman Kala;03-04-2017;Venezuela;Peacock;Confections;500
10499;Godos Cocina Tpica;03-04-2017;Venezuela;Peacock;Produce;912
10500;Hungry Owl All-Night Grocers;04-04-2017;France;Hellstern;Condiments;186
10500;Queen Cozinha;04-04-2017;France;Hellstern;Produce;364,8
10501;Queen Cozinha;04-04-2017;Germany;Dodsworth;Meat/Poultry;149
10502;Tortuga Restaurante;05-04-2017;Mexico;Fuller;Beverages;420
10502;Rancho grande;05-04-2017;Mexico;Fuller;Meat/Poultry;196,8
10502;Romero y tomillo;05-04-2017;Mexico;Fuller;Seafood;199,5
10503;Bottom-Dollar Markets;06-04-2017;Ireland;Hellstern;Condiments;421
10503;LINO-Delicateses;06-04-2017;Ireland;Hellstern;Produce;1627,5
10504;Around the Horn;06-04-2017;USA;Peacock;Beverages;228
10504;Vaffeljernet;06-04-2017;USA;Peacock;Condiments;712,5
10504;Hanari Carnes;06-04-2017;USA;Peacock;Confections;120
10504;La maison d'Asie;06-04-2017;USA;Peacock;Meat/Poultry;328
10505;Berglunds snabbkp;09-04-2017;Canada;Leverling;Confections;147,9
10506;Hanari Carnes;10-04-2017;Germany;Dodsworth;Beverages;210
10506;Ana Trujillo Emparedados y helados;10-04-2017;Germany;Dodsworth;Confections;252
10507;La corne d'abondance;10-04-2017;Mexico;King;Beverages;690
10507;Galera del gastrnomo;10-04-2017;Mexico;King;Confections;191,25
10508;Frankenversand;11-04-2017;Germany;Davolio;Beverages;180
10508;Suprmes dlices;11-04-2017;Germany;Davolio;Seafood;60
10509;Richter Supermarkt;12-04-2017;Germany;Peacock;Produce;136,8
10510;Bon app';13-04-2017;USA;Hellstern;Beverages;279
10510;Island Trading;13-04-2017;USA;Hellstern;Meat/Poultry;4456,44
10511;Lehmanns Marktstand;13-04-2017;France;Peacock;Condiments;1100
10511;Wellington Importadora;13-04-2017;France;Peacock;Condiments;400
10511;Great Lakes Food Market;13-04-2017;France;Peacock;Produce;1500
10512;Cactus Comidas para llevar;16-04-2017;Brazil;King;Beverages;45
10512;QUICK-Stop;16-04-2017;Brazil;King;Confections;57
10512;Magazzini Alimentari Riuniti;16-04-2017;Brazil;King;Dairy Products;408
10512;Bon app';16-04-2017;Brazil;King;Seafood;108
10513;Save-a-lot Markets;17-04-2017;Germany;King;Condiments;427,5
10513;Reggiani Caseifici;17-04-2017;Germany;King;Confections;400
10513;B's Beverages;17-04-2017;Germany;King;Dairy Products;1600
10514;Bottom-Dollar Markets;17-04-2017;Austria;Leverling;Beverages;387,5
10514;Morgenstern Gesundkost;17-04-2017;Austria;Leverling;Condiments;820,95
10514;Vaffeljernet;17-04-2017;Austria;Leverling;Confections;3159
10514;B's Beverages;17-04-2017;Austria;Leverling;Grains/Cereals;2660
10514;Godos Cocina Tpica;17-04-2017;Austria;Leverling;Produce;1596
10515;Bottom-Dollar Markets;18-04-2017;Germany;Fuller;Confections;872,5
10515;Magazzini Alimentari Riuniti;18-04-2017;Germany;Fuller;Confections;5268
10515;Richter Supermarkt;18-04-2017;Germany;Fuller;Dairy Products;40
10515;Alfreds Futterkiste;18-04-2017;Germany;Fuller;Dairy Products;2856
10515;Around the Horn;18-04-2017;Germany;Fuller;Meat/Poultry;1552
10516;LINO-Delicateses;19-04-2017;Ireland;Fuller;Grains/Cereals;280
10516;Folk och f HB;19-04-2017;Ireland;Fuller;Seafood;1562,5
10516;Blauer See Delikatessen;19-04-2017;Ireland;Fuller;Seafood;772
10517;HILARION-Abastos;19-04-2017;UK;Leverling;Beverages;90
10517;Ocano Atlntico Ltda.;19-04-2017;UK;Leverling;Dairy Products;220
10517;Gourmet Lanchonetes;19-04-2017;UK;Leverling;Grains/Cereals;42
10518;HILARION-Abastos;20-04-2017;Mexico;Peacock;Beverages;22,5
10518;Queen Cozinha;20-04-2017;Mexico;Peacock;Beverages;3952,5
10518;QUICK-Stop;20-04-2017;Mexico;Peacock;Condiments;175,05
10519;Furia Bacalhau e Frutos do Mar;23-04-2017;Switzerland;Hellstern;Dairy Products;340
10519;Spcialits du monde;23-04-2017;Switzerland;Hellstern;Grains/Cereals;1520
10519;Old World Delicatessen;23-04-2017;Switzerland;Hellstern;Seafood;496
10520;Chop-suey Chinese;24-04-2017;Norway;King;Beverages;36
10520;Toms Spezialitten;24-04-2017;Norway;King;Meat/Poultry;164
10521;Ernst Handel;24-04-2017;Argentina;Callahan;Beverages;54
10521;Comrcio Mineiro;24-04-2017;Argentina;Callahan;Confections;75
10521;Blido Comidas preparadas;24-04-2017;Argentina;Callahan;Seafood;96,5
10522;France restauration;25-04-2017;Germany;Peacock;Beverages;720
10522;La corne d'abondance;25-04-2017;Germany;Peacock;Condiments;960
10522;La corne d'abondance;25-04-2017;Germany;Peacock;Seafood;517,8
10522;Split Rail Beer & Ale;25-04-2017;Germany;Peacock;Seafood;460
10523;Bottom-Dollar Markets;26-04-2017;UK;King;Confections;1215
10523;HILARION-Abastos;26-04-2017;UK;King;Meat/Poultry;975
10523;Folk och f HB;26-04-2017;UK;King;Seafood;468
10523;Maison Dewey;26-04-2017;UK;King;Seafood;57,9
10524;Ernst Handel;26-04-2017;Sweden;Davolio;Beverages;2760
10524;Folk och f HB;26-04-2017;Sweden;Davolio;Meat/Poultry;111,75
10524;Hanari Carnes;26-04-2017;Sweden;Davolio;Seafood;62
